,trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code,subscriber_type,c_subscription_type,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,member_birth_year,member_gender,bike_share_for_all_trip,start_station_geom,end_station_geom
196,201804302145482515,756,2018-04-30 21:45:48+00:00,Downtown Berkeley BART,245,2018-04-30 21:58:24+00:00,Woolsey St at Sacramento St,272,2515,,Subscriber,,37.8703477,-122.2677637,37.850577684047856,-122.27817535400388,1989,Female,Yes,POINT(-122.2677637 37.8703477),POINT(-122.278175354004 37.8505776840479)
197,20180430214516228,787,2018-04-30 21:45:16+00:00,Downtown Berkeley BART,245,2018-04-30 21:58:24+00:00,Woolsey St at Sacramento St,272,228,,Subscriber,,37.8703477,-122.2677637,37.850577684047856,-122.27817535400388,1990,Male,Yes,POINT(-122.2677637 37.8703477),POINT(-122.278175354004 37.8505776840479)
198,201804302144542329,322,2018-04-30 21:44:54+00:00,Potrero Ave and Mariposa St,336,2018-04-30 21:50:17+00:00,16th St Mission BART Station 2,223,2329,,Subscriber,,37.76328094058097,-122.4073773622513,37.7647652154977,-122.42009103298186,1994,Male,No,POINT(-122.407377362251 37.763280940581),POINT(-122.420091032982 37.7647652154977)
199,201804302144441865,113,2018-04-30 21:44:44+00:00,San Fernando St at 4th St,310,2018-04-30 21:46:37+00:00,9th St at San Fernando,281,1865,,Customer,,37.335885,-121.88566,37.3383952,-121.8807965,1997,Female,No,POINT(-121.88566 37.335885),POINT(-121.8807965 37.3383952)
200,20180430214424588,419,2018-04-30 21:44:24+00:00,Oregon St at Adeline St,274,2018-04-30 21:51:24+00:00,Harmon St at Adeline St,340,588,,Subscriber,,37.8575672,-122.2675583,37.849735,-122.270582,1980,Male,No,POINT(-122.2675583 37.8575672),POINT(-122.270582 37.849735)
201,201804302143562540,231,2018-04-30 21:43:56+00:00,Howard St at Beale St,22,2018-04-30 21:47:48+00:00,Montgomery St BART Station (Market St at 2nd St),21,2540,,Subscriber,,37.789756,-122.394643,37.7896254,-122.400811,1987,Male,No,POINT(-122.394643 37.789756),POINT(-122.400811 37.7896254)
202,201804302143543961,344,2018-04-30 21:43:54+00:00,Market St at Dolores St,86,2018-04-30 21:49:39+00:00,16th St at Prosper St,105,3961,,Subscriber,,37.7693053,-122.4268256,37.764285,-122.4318042,1989,Male,No,POINT(-122.4268256 37.7693053),POINT(-122.4318042 37.764285)
203,201804302143032080,354,2018-04-30 21:43:03+00:00,Mission Dolores Park,120,2018-04-30 21:48:58+00:00,Church St at Duboce Ave,85,2080,,Subscriber,,37.7614205,-122.4264353,37.7700831,-122.4291557,1989,Male,No,POINT(-122.4264353 37.7614205),POINT(-122.4291557 37.7700831)
204,201804302142113895,231,2018-04-30 21:42:11+00:00,Market St at Dolores St,86,2018-04-30 21:46:03+00:00,Laguna St at Hayes St,74,3895,,Subscriber,,37.7693053,-122.4268256,37.776434819204745,-122.42624402046204,1959,Male,Yes,POINT(-122.4268256 37.7693053),POINT(-122.426244020462 37.7764348192047)
205,201804302140061304,101,2018-04-30 21:40:06+00:00,Bancroft Way at Telegraph Ave,239,2018-04-30 21:41:48+00:00,Fulton St at Bancroft Way,247,1304,,Subscriber,,37.8688126,-122.258764,37.8677892,-122.2658964,1991,Male,No,POINT(-122.258764 37.8688126),POINT(-122.2658964 37.8677892)
206,201804302140053238,366,2018-04-30 21:40:05+00:00,Haste St at Telegraph Ave,240,2018-04-30 21:46:12+00:00,Hearst Ave at Euclid Ave,256,3238,,Subscriber,,37.8660431,-122.2588044,37.87511169286445,-122.26055324077606,1998,Male,Yes,POINT(-122.2588044 37.8660431),POINT(-122.260553240776 37.8751116928645)
207,201804302140011863,271,2018-04-30 21:40:01+00:00,San Fernando St at 4th St,310,2018-04-30 21:44:33+00:00,Santa Clara St at 7th St,279,1863,,Subscriber,,37.335885,-121.88566,37.3391456,-121.8841054,1991,Male,Yes,POINT(-121.88566 37.335885),POINT(-121.8841054 37.3391456)
208,20180430213942774,946,2018-04-30 21:39:42+00:00,Cyril Magnin St at Ellis St,4,2018-04-30 21:55:29+00:00,Laguna St at Hayes St,74,774,,Subscriber,,37.78588062694133,-122.4089150084319,37.776434819204745,-122.42624402046204,1971,Female,Yes,POINT(-122.408915008432 37.7858806269413),POINT(-122.426244020462 37.7764348192047)
209,20180430213912833,233,2018-04-30 21:39:12+00:00,San Salvador St at 9th St,317,2018-04-30 21:43:05+00:00,Santa Clara St at 7th St,279,833,,Subscriber,,37.333955,-121.877349,37.3391456,-121.8841054,1993,Male,Yes,POINT(-121.877349 37.333955),POINT(-121.8841054 37.3391456)
210,201804302138301208,609,2018-04-30 21:38:30+00:00,Telegraph Ave at Ashby Ave,248,2018-04-30 21:48:39+00:00,Ninth St at Heinz Ave,270,1208,,Subscriber,,37.8559558,-122.2597949,37.8534894,-122.2894154,1980,Male,No,POINT(-122.2597949 37.8559558),POINT(-122.2894154 37.8534894)
211,201804302138173940,785,2018-04-30 21:38:17+00:00,17th St at Valencia St,109,2018-04-30 21:51:23+00:00,4th St at Mission Bay Blvd S,93,3940,,Subscriber,,37.7633158,-122.4219039,37.7704074,-122.3911984,1993,Male,No,POINT(-122.4219039 37.7633158),POINT(-122.3911984 37.7704074)
212,201804302138123223,750,2018-04-30 21:38:12+00:00,Esprit Park,126,2018-04-30 21:50:42+00:00,Howard St at 8th St,61,3223,,Subscriber,,37.7616343,-122.3906477,37.7765126,-122.4113061,1989,Female,No,POINT(-122.3906477 37.7616343),POINT(-122.4113061 37.7765126)
213,201804302137303920,278,2018-04-30 21:37:30+00:00,19th St at Mission St,122,2018-04-30 21:42:09+00:00,Valencia St at 22nd St,133,3920,,Subscriber,,37.760299,-122.418892,37.7552126,-122.4209752,1986,Male,No,POINT(-122.418892 37.760299),POINT(-122.4209752 37.7552126)
214,201804302137263752,191,2018-04-30 21:37:26+00:00,Grand Ave at Webster St,181,2018-04-30 21:40:37+00:00,Grand Ave at Perkins St,196,3752,,Subscriber,,37.8113768,-122.2651925,37.80889393398715,-122.25646018981932,1988,Female,No,POINT(-122.2651925 37.8113768),POINT(-122.256460189819 37.8088939339872)
215,201804302137113457,1335,2018-04-30 21:37:11+00:00,4th St at Harrison St,47,2018-04-30 21:59:26+00:00,5th St at Brannan St,64,3457,,Subscriber,,37.78095459960753,-122.39974915981291,37.7767539,-122.3990176,1983,Female,No,POINT(-122.399749159813 37.7809545996075),POINT(-122.3990176 37.7767539)
216,20180430213652550,266,2018-04-30 21:36:52+00:00,Shattuck Ave at Telegraph Ave,158,2018-04-30 21:41:18+00:00,37th St at West St,192,550,,Subscriber,,37.8332786,-122.2634901,37.8266962,-122.2717955,1981,Other,Yes,POINT(-122.2634901 37.8332786),POINT(-122.2717955 37.8266962)
217,201804302136302412,1401,2018-04-30 21:36:30+00:00,Townsend St at 5th St,80,2018-04-30 21:59:51+00:00,29th St at Church St,145,2412,,Subscriber,,37.7753058,-122.39738,37.7436839,-122.4268059,1973,Male,No,POINT(-122.39738 37.7753058),POINT(-122.4268059 37.7436839)
218,201804302135541335,560,2018-04-30 21:35:54+00:00,San Fernando St at 4th St,310,2018-04-30 21:45:14+00:00,5th St at Virginia St,296,1335,,Subscriber,,37.335885,-121.88566,37.3259984,-121.87712,1992,Male,Yes,POINT(-121.88566 37.335885),POINT(-121.87712 37.3259984)
219,20180430213548324,239,2018-04-30 21:35:48+00:00,Berry St at 4th St,81,2018-04-30 21:39:48+00:00,2nd St at Townsend St,50,324,,Subscriber,,37.77588,-122.39317,37.780526,-122.390288,1971,Male,No,POINT(-122.39317 37.77588),POINT(-122.390288 37.780526)
220,201804302135481133,1154,2018-04-30 21:35:48+00:00,Powell St BART Station (Market St at 5th St),5,2018-04-30 21:55:03+00:00,McAllister St at Baker St,52,1133,,Subscriber,,37.78389935708493,-122.4084448814392,37.7774157,-122.4418376,1975,Male,Yes,POINT(-122.408444881439 37.7838993570849),POINT(-122.4418376 37.7774157)
221,201804302135422470,118,2018-04-30 21:35:42+00:00,Telegraph Ave at 23rd St,180,2018-04-30 21:37:40+00:00,19th Street BART Station,182,2470,,Subscriber,,37.8126783,-122.2687726,37.8090126,-122.2682473,1993,Male,No,POINT(-122.2687726 37.8126783),POINT(-122.2682473 37.8090126)
222,201804302135242069,347,2018-04-30 21:35:24+00:00,Market St at Franklin St,75,2018-04-30 21:41:12+00:00,Market St at Dolores St,86,2069,,Subscriber,,37.7737932060887,-122.42123901844025,37.7693053,-122.4268256,1989,Male,No,POINT(-122.42123901844 37.7737932060887),POINT(-122.4268256 37.7693053)
223,201804302135051872,156,2018-04-30 21:35:05+00:00,9th St at San Fernando,281,2018-04-30 21:37:41+00:00,San Salvador St at 9th St,317,1872,,Subscriber,,37.3383952,-121.8807965,37.333955,-121.877349,1999,Male,Yes,POINT(-121.8807965 37.3383952),POINT(-121.877349 37.333955)
224,201804302134523898,574,2018-04-30 21:34:52+00:00,Post St at Kearny St,19,2018-04-30 21:44:27+00:00,Market St at Franklin St,75,3898,,Subscriber,,37.788975,-122.403452,37.7737932060887,-122.42123901844025,1969,Male,No,POINT(-122.403452 37.788975),POINT(-122.42123901844 37.7737932060887)
225,201804302134373907,365,2018-04-30 21:34:37+00:00,14th St at Mission St,97,2018-04-30 21:40:42+00:00,19th St at Mission St,122,3907,,Subscriber,,37.7682646,-122.4201102,37.760299,-122.418892,1980,Male,No,POINT(-122.4201102 37.7682646),POINT(-122.418892 37.760299)
226,201804302134352524,870,2018-04-30 21:34:35+00:00,10th St at Fallon St,201,2018-04-30 21:49:05+00:00,Broadway at 40th St,211,2524,,Subscriber,,37.7976728,-122.2629973,37.8277573,-122.2567156,1984,Male,No,POINT(-122.2629973 37.7976728),POINT(-122.2567156 37.8277573)
227,201804302134291170,258,2018-04-30 21:34:29+00:00,MacArthur BART Station,176,2018-04-30 21:38:48+00:00,49th St at Telegraph Ave,175,1170,,Subscriber,,37.82840997305853,-122.26631462574004,37.8359455,-122.2623663,1986,Male,No,POINT(-122.26631462574 37.8284099730585),POINT(-122.2623663 37.8359455)
228,201804302134151023,464,2018-04-30 21:34:15+00:00,Telegraph Ave at Ashby Ave,248,2018-04-30 21:42:00+00:00,Harmon St at Adeline St,340,1023,,Subscriber,,37.8559558,-122.2597949,37.849735,-122.270582,1994,Female,No,POINT(-122.2597949 37.8559558),POINT(-122.270582 37.849735)
229,201804302133442841,315,2018-04-30 21:33:44+00:00,4th St at Mission Bay Blvd S,93,2018-04-30 21:39:00+00:00,Esprit Park,126,2841,,Customer,,37.7704074,-122.3911984,37.7616343,-122.3906477,1995,Male,No,POINT(-122.3911984 37.7704074),POINT(-122.3906477 37.7616343)
230,201804302133201429,539,2018-04-30 21:33:20+00:00,11th St at Bryant St,88,2018-04-30 21:42:19+00:00,Sanchez St at 15th St,95,1429,,Subscriber,,37.7700298,-122.4117258,37.7662185,-122.4310597,1983,Male,No,POINT(-122.4117258 37.7700298),POINT(-122.4310597 37.7662185)
231,20180430213154625,404,2018-04-30 21:31:54+00:00,Valencia St at 16th St,98,2018-04-30 21:38:39+00:00,Valencia St at 24th St,134,625,,Subscriber,,37.765052,-122.4218661,37.7524278,-122.4206278,1984,Male,No,POINT(-122.4218661 37.765052),POINT(-122.4206278 37.7524278)
232,20180430213100152,906,2018-04-30 21:31:00+00:00,19th Street BART Station,182,2018-04-30 21:46:07+00:00,Telegraph Ave at 27th St,179,152,,Subscriber,,37.8090126,-122.2682473,37.816073115011406,-122.26788640022278,1973,Male,Yes,POINT(-122.2682473 37.8090126),POINT(-122.267886400223 37.8160731150114)
233,201804302130293960,618,2018-04-30 21:30:29+00:00,Post St at Kearny St,19,2018-04-30 21:40:48+00:00,Market St at Franklin St,75,3960,,Subscriber,,37.788975,-122.403452,37.7737932060887,-122.42123901844025,1988,Male,No,POINT(-122.403452 37.788975),POINT(-122.42123901844 37.7737932060887)
234,201804302130021200,376,2018-04-30 21:30:02+00:00,49th St at Telegraph Ave,175,2018-04-30 21:36:19+00:00,College Ave at Bryant Ave,206,1200,,Subscriber,,37.8359455,-122.2623663,37.8381269,-122.2512714,1989,Female,No,POINT(-122.2623663 37.8359455),POINT(-122.2512714 37.8381269)
235,201804302129423974,205,2018-04-30 21:29:42+00:00,Precita Park,144,2018-04-30 21:33:07+00:00,29th St at Tiffany Ave,147,3974,,Subscriber,,37.7472996,-122.4114029,37.7440667,-122.4214722,1985,Male,No,POINT(-122.4114029 37.7472996),POINT(-122.4214722 37.7440667)
236,20180430212928104,864,2018-04-30 21:29:28+00:00,2nd St at Townsend St,50,2018-04-30 21:43:52+00:00,Montgomery St BART Station (Market St at 2nd St),21,104,,Customer,,37.780526,-122.390288,37.7896254,-122.400811,1980,Female,No,POINT(-122.390288 37.780526),POINT(-122.400811 37.7896254)
237,20180430212832825,272,2018-04-30 21:28:32+00:00,Bancroft Way at Telegraph Ave,239,2018-04-30 21:33:04+00:00,Derby St at College Ave,267,825,,Subscriber,,37.8688126,-122.258764,37.8618037,-122.2535687,1983,Male,No,POINT(-122.258764 37.8688126),POINT(-122.2535687 37.8618037)
238,20180430212758712,73,2018-04-30 21:27:58+00:00,Bancroft Way at College Ave,243,2018-04-30 21:29:11+00:00,Bancroft Way at Telegraph Ave,239,712,,Subscriber,,37.8693603,-122.2543374,37.8688126,-122.258764,1998,Male,Yes,POINT(-122.2543374 37.8693603),POINT(-122.258764 37.8688126)
239,201804302126512562,577,2018-04-30 21:26:51+00:00,Folsom St at 19th St,123,2018-04-30 21:36:28+00:00,18th St at Noe St,119,2562,,Subscriber,,37.7605936,-122.4148171,37.7610471,-122.4326417,1973,Male,No,POINT(-122.4148171 37.7605936),POINT(-122.4326417 37.7610471)
240,201804302126113868,387,2018-04-30 21:26:11+00:00,2nd St at Townsend St,50,2018-04-30 21:32:38+00:00,Montgomery St BART Station (Market St at 2nd St),21,3868,,Subscriber,,37.780526,-122.390288,37.7896254,-122.400811,1988,Female,No,POINT(-122.390288 37.780526),POINT(-122.400811 37.7896254)
241,201804302125402821,1096,2018-04-30 21:25:40+00:00,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,2018-04-30 21:43:56+00:00,Golden Gate Ave at Polk St,41,2821,,Subscriber,,37.7766392,-122.3955263,37.78127,-122.41874,1980,Male,Yes,POINT(-122.3955263 37.7766392),POINT(-122.41874 37.78127)
242,201804302124552768,638,2018-04-30 21:24:55+00:00,Berry St at 4th St,81,2018-04-30 21:35:34+00:00,Rhode Island St at 17th St,114,2768,,Subscriber,,37.77588,-122.39317,37.7644783,-122.4025701,1989,Female,No,POINT(-122.39317 37.77588),POINT(-122.4025701 37.7644783)
243,201804302124451310,142,2018-04-30 21:24:45+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 21:27:07+00:00,Post St at Kearny St,19,1310,,Subscriber,,37.78637526861584,-122.40490436553954,37.788975,-122.403452,1988,Male,No,POINT(-122.40490436554 37.7863752686158),POINT(-122.403452 37.788975)
244,201804302124253905,1404,2018-04-30 21:24:25+00:00,Pierce St at Haight St,73,2018-04-30 21:47:49+00:00,Post St at Kearny St,19,3905,,Subscriber,,37.7717933,-122.4337079,37.788975,-122.403452,1990,Male,No,POINT(-122.4337079 37.7717933),POINT(-122.403452 37.788975)
245,201804302124043907,150,2018-04-30 21:24:04+00:00,Market St at Dolores St,86,2018-04-30 21:26:34+00:00,14th St at Mission St,97,3907,,Subscriber,,37.7693053,-122.4268256,37.7682646,-122.4201102,1971,Male,Yes,POINT(-122.4268256 37.7693053),POINT(-122.4201102 37.7682646)
246,201804302123201297,271,2018-04-30 21:23:20+00:00,Hearst Ave at Euclid Ave,256,2018-04-30 21:27:52+00:00,Downtown Berkeley BART,245,1297,,Subscriber,,37.87511169286445,-122.26055324077606,37.8703477,-122.2677637,1997,Male,No,POINT(-122.260553240776 37.8751116928645),POINT(-122.2677637 37.8703477)
247,201804302122523382,480,2018-04-30 21:22:52+00:00,3rd St at Townsend St,66,2018-04-30 21:30:52+00:00,Montgomery St BART Station (Market St at 2nd St),21,3382,,Subscriber,,37.77874161153677,-122.39274082710836,37.7896254,-122.400811,1985,Female,No,POINT(-122.392740827108 37.7787416115368),POINT(-122.400811 37.7896254)
248,201804302122492967,606,2018-04-30 21:22:49+00:00,Steuart St at Market St,16,2018-04-30 21:32:55+00:00,Bryant St at 2nd St,343,2967,,Subscriber,,37.79413,-122.39443,37.783171989315306,-122.39357203245164,1989,Male,No,POINT(-122.39443 37.79413),POINT(-122.393572032452 37.7831719893153)
249,20180430212246252,301,2018-04-30 21:22:46+00:00,The Embarcadero at Vallejo St,8,2018-04-30 21:27:47+00:00,Embarcadero BART Station (Beale St at Market St),17,252,,Subscriber,,37.799953,-122.398525,37.792251,-122.397086,1974,Female,Yes,POINT(-122.398525 37.799953),POINT(-122.397086 37.792251)
250,201804302122421602,273,2018-04-30 21:22:42+00:00,Division St at Potrero Ave,89,2018-04-30 21:27:16+00:00,Townsend St at 5th St,80,1602,,Subscriber,,37.76921786152374,-122.40764558315276,37.7753058,-122.39738,1982,Male,No,POINT(-122.407645583153 37.7692178615237),POINT(-122.39738 37.7753058)
251,201804302122363487,595,2018-04-30 21:22:36+00:00,Downtown Berkeley BART,245,2018-04-30 21:32:31+00:00,Telegraph Ave at Carleton St,269,3487,,Customer,,37.8703477,-122.2677637,37.8623199,-122.258801,1967,Male,No,POINT(-122.2677637 37.8703477),POINT(-122.258801 37.8623199)
252,201804302122121083,515,2018-04-30 21:22:12+00:00,College Ave at Taft Ave,172,2018-04-30 21:30:47+00:00,College Ave at Taft Ave,172,1083,,Subscriber,,37.8417999,-122.2515349,37.8417999,-122.2515349,1985,Male,No,POINT(-122.2515349 37.8417999),POINT(-122.2515349 37.8417999)
253,20180430212206436,568,2018-04-30 21:22:06+00:00,North Berkeley BART Station,250,2018-04-30 21:31:35+00:00,Ninth St at Parker St,265,436,,Customer,,37.8740141,-122.283019,37.8588682,-122.2912095,1981,Male,No,POINT(-122.283019 37.8740141),POINT(-122.2912095 37.8588682)
254,20180430212148636,372,2018-04-30 21:21:48+00:00,San Francisco Caltrain (Townsend St at 4th St),30,2018-04-30 21:28:01+00:00,Victoria Manalo Draves Park,62,636,,Subscriber,,37.776598,-122.395282,37.77779057034257,-122.40643188357352,1983,Male,No,POINT(-122.395282 37.776598),POINT(-122.406431883574 37.7777905703426)
255,201804302121253876,271,2018-04-30 21:21:25+00:00,24th St at Chattanooga St,132,2018-04-30 21:25:57+00:00,Garfield Square (25th St at Harrison St),139,3876,,Subscriber,,37.7518194,-122.4266139,37.7510171,-122.4119009,1985,Male,No,POINT(-122.4266139 37.7518194),POINT(-122.4119009 37.7510171)
256,201804302120413491,1109,2018-04-30 21:20:41+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 21:39:10+00:00,20th St at Bryant St,125,3491,,Subscriber,,37.78637526861584,-122.40490436553954,37.7592005,-122.409851,1991,Female,No,POINT(-122.40490436554 37.7863752686158),POINT(-122.409851 37.7592005)
257,201804302119333407,783,2018-04-30 21:19:33+00:00,Ashby BART Station,241,2018-04-30 21:32:37+00:00,Derby St at College Ave,267,3407,,Subscriber,,37.8524766,-122.2702132,37.8618037,-122.2535687,1954,Female,No,POINT(-122.2702132 37.8524766),POINT(-122.2535687 37.8618037)
258,20180430211847101,1204,2018-04-30 21:18:47+00:00,Jackson Playground,115,2018-04-30 21:38:51+00:00,Webster St at O'Farrell St,285,101,,Subscriber,,37.7650259,-122.3987734,37.78352083526095,-122.43115782737732,1988,Male,No,POINT(-122.3987734 37.7650259),POINT(-122.431157827377 37.783520835261)
259,201804302118461362,861,2018-04-30 21:18:46+00:00,Irwin St at 8th St,102,2018-04-30 21:33:08+00:00,Market St at Dolores St,86,1362,,Subscriber,,37.7668828,-122.3995794,37.7693053,-122.4268256,1983,Female,No,POINT(-122.3995794 37.7668828),POINT(-122.4268256 37.7693053)
260,201804302118131139,279,2018-04-30 21:18:13+00:00,MacArthur BART Station,176,2018-04-30 21:22:53+00:00,Adeline St at 40th St,150,1139,,Subscriber,,37.82840997305853,-122.26631462574004,37.8312769,-122.2782669,1992,Male,No,POINT(-122.26631462574 37.8284099730585),POINT(-122.2782669 37.8312769)
261,201804302117543846,282,2018-04-30 21:17:54+00:00,Valencia St at 21st St,127,2018-04-30 21:22:37+00:00,Jersey St at Church St,138,3846,,Subscriber,,37.7567083,-122.421025,37.7509004,-122.4274114,1988,Male,No,POINT(-122.421025 37.7567083),POINT(-122.4274114 37.7509004)
262,20180430211701806,712,2018-04-30 21:17:01+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 21:28:54+00:00,Davis St at Jackson St,11,806,,Subscriber,,37.78637526861584,-122.40490436553954,37.79728,-122.398436,1992,Female,No,POINT(-122.40490436554 37.7863752686158),POINT(-122.398436 37.79728)
263,201804302116241098,258,2018-04-30 21:16:24+00:00,Bay Pl at Vernon St,195,2018-04-30 21:20:43+00:00,Broadway at 30th St,178,1098,,Subscriber,,37.81231409135146,-122.26077854633331,37.8193814,-122.2619284,1988,Male,No,POINT(-122.260778546333 37.8123140913515),POINT(-122.2619284 37.8193814)
264,201804302116063907,359,2018-04-30 21:16:06+00:00,18th St at Noe St,119,2018-04-30 21:22:05+00:00,Market St at Dolores St,86,3907,,Subscriber,,37.7610471,-122.4326417,37.7693053,-122.4268256,1959,Male,Yes,POINT(-122.4326417 37.7610471),POINT(-122.4268256 37.7693053)
265,201804302115212521,1099,2018-04-30 21:15:21+00:00,Berkeley Civic Center,246,2018-04-30 21:33:40+00:00,Stanford Ave at Hollis St,156,2521,,Subscriber,,37.8690599,-122.270556,37.8384435,-122.2886647,1987,Female,No,POINT(-122.270556 37.8690599),POINT(-122.2886647 37.8384435)
266,20180430211442152,585,2018-04-30 21:14:42+00:00,Bay Pl at Vernon St,195,2018-04-30 21:24:27+00:00,19th Street BART Station,182,152,,Subscriber,,37.81231409135146,-122.26077854633331,37.8090126,-122.2682473,1961,Female,No,POINT(-122.260778546333 37.8123140913515),POINT(-122.2682473 37.8090126)
267,201804302113561446,825,2018-04-30 21:13:56+00:00,Bryant St at 15th St,100,2018-04-30 21:27:41+00:00,Powell St BART Station (Market St at 4th St),3,1446,,Subscriber,,37.7671004,-122.410662,37.78637526861584,-122.40490436553954,1991,Female,No,POINT(-122.410662 37.7671004),POINT(-122.40490436554 37.7863752686158)
268,201804302113523842,614,2018-04-30 21:13:52+00:00,Broadway at Battery St,9,2018-04-30 21:24:07+00:00,San Francisco Caltrain (Townsend St at 4th St),30,3842,,Subscriber,,37.79857210846256,-122.40086898207666,37.776598,-122.395282,1993,Male,No,POINT(-122.400868982077 37.7985721084626),POINT(-122.395282 37.776598)
269,201804302112543861,376,2018-04-30 21:12:54+00:00,Eureka Valley Recreation Center,118,2018-04-30 21:19:10+00:00,Jersey St at Church St,138,3861,,Subscriber,,37.7591769,-122.4369431,37.7509004,-122.4274114,1985,Male,No,POINT(-122.4369431 37.7591769),POINT(-122.4274114 37.7509004)
270,20180430211253132,605,2018-04-30 21:12:53+00:00,Steuart St at Market St,16,2018-04-30 21:22:59+00:00,3rd St at Townsend St,66,132,,Subscriber,,37.79413,-122.39443,37.77874161153677,-122.39274082710836,1978,Male,No,POINT(-122.39443 37.79413),POINT(-122.392740827108 37.7787416115368)
271,201804302112513089,406,2018-04-30 21:12:51+00:00,Downtown Berkeley BART,245,2018-04-30 21:19:38+00:00,Parker St at Fulton St,266,3089,,Subscriber,,37.8703477,-122.2677637,37.8624644,-122.2647911,1988,Female,No,POINT(-122.2677637 37.8703477),POINT(-122.2647911 37.8624644)
272,20180430211247848,811,2018-04-30 21:12:47+00:00,Steuart St at Market St,16,2018-04-30 21:26:19+00:00,Townsend St at 7th St,90,848,,Subscriber,,37.79413,-122.39443,37.771058,-122.402717,1988,Female,No,POINT(-122.39443 37.79413),POINT(-122.402717 37.771058)
273,20180430211236324,716,2018-04-30 21:12:36+00:00,Howard St at Beale St,22,2018-04-30 21:24:32+00:00,Berry St at 4th St,81,324,,Subscriber,,37.789756,-122.394643,37.77588,-122.39317,1986,Male,No,POINT(-122.394643 37.789756),POINT(-122.39317 37.77588)
274,201804302112292768,724,2018-04-30 21:12:29+00:00,Howard St at Beale St,22,2018-04-30 21:24:34+00:00,Berry St at 4th St,81,2768,,Subscriber,,37.789756,-122.394643,37.77588,-122.39317,1987,Female,No,POINT(-122.394643 37.789756),POINT(-122.39317 37.77588)
275,201804302112263849,177,2018-04-30 21:12:26+00:00,Scott St at Golden Gate Ave,39,2018-04-30 21:15:24+00:00,Raymond Kimbell Playground,31,3849,,Subscriber,,37.7789994,-122.4368608,37.78381270927812,-122.4345588684082,1978,Male,No,POINT(-122.4368608 37.7789994),POINT(-122.434558868408 37.7838127092781)
276,201804302111061359,372,2018-04-30 21:11:06+00:00,Parker St at Fulton St,266,2018-04-30 21:17:18+00:00,Bushrod Park,169,1359,,Subscriber,,37.8624644,-122.2647911,37.8465156,-122.2653043,1980,Male,No,POINT(-122.2647911 37.8624644),POINT(-122.2653043 37.8465156)
277,20180430211104826,629,2018-04-30 21:11:04+00:00,Berkeley Civic Center,246,2018-04-30 21:21:34+00:00,Telegraph Ave at Alcatraz Ave,18,826,,Subscriber,,37.8690599,-122.270556,37.85022187449679,-122.26017236709596,1982,Male,No,POINT(-122.270556 37.8690599),POINT(-122.260172367096 37.8502218744968)
278,20180430211057138,713,2018-04-30 21:10:57+00:00,Market St at Franklin St,75,2018-04-30 21:22:51+00:00,McAllister St at Baker St,52,138,,Subscriber,,37.7737932060887,-122.42123901844025,37.7774157,-122.4418376,1996,Male,No,POINT(-122.42123901844 37.7737932060887),POINT(-122.4418376 37.7774157)
279,201804302110563154,566,2018-04-30 21:10:56+00:00,5th St at Howard St,45,2018-04-30 21:20:23+00:00,16th St Mission BART Station 2,223,3154,,Subscriber,,37.781752,-122.405127,37.7647652154977,-122.42009103298186,1987,Male,No,POINT(-122.405127 37.781752),POINT(-122.420091032982 37.7647652154977)
280,201804302110042659,356,2018-04-30 21:10:04+00:00,Valencia St at 24th St,134,2018-04-30 21:16:00+00:00,Garfield Square (25th St at Harrison St),139,2659,,Subscriber,,37.7524278,-122.4206278,37.7510171,-122.4119009,1986,Male,No,POINT(-122.4206278 37.7524278),POINT(-122.4119009 37.7510171)
281,201804302110022358,231,2018-04-30 21:10:02+00:00,Powell St BART Station (Market St at 4th St),3,2018-04-30 21:13:54+00:00,Folsom St at 3rd St,36,2358,,Subscriber,,37.78637526861584,-122.40490436553954,37.78383,-122.39887,1993,Male,Yes,POINT(-122.40490436554 37.7863752686158),POINT(-122.39887 37.78383)
282,201804302109521428,1266,2018-04-30 21:09:52+00:00,San Francisco Caltrain (Townsend St at 4th St),30,2018-04-30 21:30:58+00:00,Precita Park,144,1428,,Subscriber,,37.776598,-122.395282,37.7472996,-122.4114029,1986,Female,No,POINT(-122.395282 37.776598),POINT(-122.4114029 37.7472996)
283,20180430210947350,227,2018-04-30 21:09:47+00:00,The Embarcadero at Sansome St,6,2018-04-30 21:13:34+00:00,Broadway at Battery St,9,350,,Subscriber,,37.80477,-122.403234,37.79857210846256,-122.40086898207666,1993,Male,No,POINT(-122.403234 37.80477),POINT(-122.400868982077 37.7985721084626)
284,201804302109201578,457,2018-04-30 21:09:20+00:00,Townsend St at 7th St,90,2018-04-30 21:16:58+00:00,3rd St at Townsend St,66,1578,,Subscriber,,37.771058,-122.402717,37.77874161153677,-122.39274082710836,1991,Male,No,POINT(-122.402717 37.771058),POINT(-122.392740827108 37.7787416115368)
